Model,PROCHECK
ranked_0.pdb,86.5|11.2|0.0|2.2
ranked_1.pdb,88.8|9.0|1.1|1.1
ranked_2.pdb,89.9|7.9|0.0|2.2
ranked_3.pdb,88.8|9.0|0.0|2.2
ranked_4.pdb,89.9|7.9|1.1|1.1
