Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,95.6|4.1|0.3|0.0
Mod-5ranked_unsupervised_1.pdb,95.6|4.1|0.0|0.3
Mod-5ranked_unsupervised_2.pdb,95.3|4.4|0.0|0.3
Mod-5ranked_unsupervised_3.pdb,95.6|3.9|0.5|0.0
Mod-5ranked_unsupervised_4.pdb,96.1|3.6|0.3|0.0
