Model,MOLPROBITY
Mod-5ranked_unsupervised_0.pdb,2.54
Mod-5ranked_unsupervised_1.pdb,1.93
Mod-5ranked_unsupervised_2.pdb,2.02
Mod-5ranked_unsupervised_3.pdb,1.95
Mod-5ranked_unsupervised_4.pdb,2.15
