Model,PROCHECK
Mod-2best_supervised_0.pdb,93.9|6.1|0.0|0.0
Mod-2best_supervised_1.pdb,95.9|4.1|0.0|0.0
Mod-2best_supervised_2.pdb,95.2|4.8|0.0|0.0
Mod-2best_supervised_3.pdb,93.2|6.8|0.0|0.0
Mod-2best_supervised_4.pdb,95.2|4.8|0.0|0.0
