Model,PROSA
Mod-2best_unsupervised_0.pdb,-8.73
Mod-2best_unsupervised_1.pdb,-9
Mod-2best_unsupervised_2.pdb,-8.95
Mod-2best_unsupervised_3.pdb,-8.99
Mod-2best_unsupervised_4.pdb,-8.9
