Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-7.58
Mod-5ranked_unsupervised_1.pdb,-7.62
Mod-5ranked_unsupervised_2.pdb,-7.57
Mod-5ranked_unsupervised_3.pdb,-7.57
Mod-5ranked_unsupervised_4.pdb,-7.69
