Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-8.43
Mod-5ranked_unsupervised_1.pdb,-8.49
Mod-5ranked_unsupervised_2.pdb,-8.37
Mod-5ranked_unsupervised_3.pdb,-8.3
Mod-5ranked_unsupervised_4.pdb,-8.45
