Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,95.1|4.6|0.3|0.0
Mod-5ranked_unsupervised_1.pdb,94.2|5.8|0.0|0.0
Mod-5ranked_unsupervised_2.pdb,95.1|4.9|0.0|0.0
Mod-5ranked_unsupervised_3.pdb,94.5|5.5|0.0|0.0
Mod-5ranked_unsupervised_4.pdb,94.5|5.2|0.3|0.0
