7MJS-D1,ranked,ranked_0,2.311
7MJS-D1,Mod-5ranked,Mod-5ranked_unsupervised_0,2.383
7MJS-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_0,2.158
7MJS-D1,ranked,ranked_1,2.215
7MJS-D1,Mod-5ranked,Mod-5ranked_unsupervised_1,2.288
7MJS-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_1,2.218
7MJS-D1,ranked,ranked_2,3.199
7MJS-D1,Mod-5ranked,Mod-5ranked_unsupervised_2,2.083
7MJS-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_2,2.227
7MJS-D1,ranked,ranked_3,2.388
7MJS-D1,Mod-5ranked,Mod-5ranked_unsupervised_3,2.243
7MJS-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_3,2.269
7MJS-D1,ranked,ranked_4,2.450
7MJS-D1,Mod-5ranked,Mod-5ranked_unsupervised_4,2.304
7MJS-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_4,2.167
