Model,PROCHECK
ranked_0.pdb,95.6|4.4|0.0|0.0
ranked_1.pdb,96.0|4.0|0.0|0.0
ranked_2.pdb,96.4|3.6|0.0|0.0
ranked_3.pdb,92.9|6.2|0.9|0.0
ranked_4.pdb,92.9|6.2|0.9|0.0
