Model,PROCHECK
Mod-2best_supervised_0.pdb,94.7|5.3|0.0|0.0
Mod-2best_supervised_1.pdb,91.2|8.8|0.0|0.0
Mod-2best_supervised_2.pdb,93.9|5.3|0.9|0.0
Mod-2best_supervised_3.pdb,92.1|6.1|0.9|0.9
Mod-2best_supervised_4.pdb,92.1|7.9|0.0|0.0
