Model,MOLPROBITY
Mod-5ranked_unsupervised_0.pdb,1.99
Mod-5ranked_unsupervised_1.pdb,2.04
Mod-5ranked_unsupervised_2.pdb,2.28
Mod-5ranked_unsupervised_3.pdb,2.06
Mod-5ranked_unsupervised_4.pdb,2.08
