7LVR-D1,ranked,ranked_0,1.306
7LVR-D1,Mod-5ranked,Mod-5ranked_unsupervised_0,1.201
7LVR-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_0,1.215
7LVR-D1,ranked,ranked_1,1.220
7LVR-D1,Mod-5ranked,Mod-5ranked_unsupervised_1,1.215
7LVR-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_1,1.309
7LVR-D1,ranked,ranked_2,1.243
7LVR-D1,Mod-5ranked,Mod-5ranked_unsupervised_2,1.190
7LVR-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_2,1.221
7LVR-D1,ranked,ranked_3,1.359
7LVR-D1,Mod-5ranked,Mod-5ranked_unsupervised_3,1.189
7LVR-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_3,1.218
7LVR-D1,ranked,ranked_4,1.287
7LVR-D1,Mod-5ranked,Mod-5ranked_unsupervised_4,1.249
7LVR-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_4,1.202
