Model,PROSA
Mod-2best_unsupervised_0.pdb,-5.88
Mod-2best_unsupervised_1.pdb,-5.68
Mod-2best_unsupervised_2.pdb,-5.79
Mod-2best_unsupervised_3.pdb,-6.11
Mod-2best_unsupervised_4.pdb,-6.02
