Model,MOLPROBITY
Mod-2best_supervised_0.pdb,2.47
Mod-2best_supervised_1.pdb,2.08
Mod-2best_supervised_2.pdb,2.29
Mod-2best_supervised_3.pdb,2.39
Mod-2best_supervised_4.pdb,2.18
