Model,PROCHECK
ranked_0.pdb,96.7|3.0|0.3|0.0
ranked_1.pdb,95.1|4.4|0.3|0.3
ranked_2.pdb,95.9|3.8|0.3|0.0
ranked_3.pdb,95.4|4.4|0.3|0.0
ranked_4.pdb,95.9|3.5|0.5|0.0
