Model,PROCHECK
Mod-2best_supervised_0.pdb,95.6|4.4|0.0|0.0
Mod-2best_supervised_1.pdb,96.4|3.6|0.0|0.0
Mod-2best_supervised_2.pdb,96.1|3.9|0.0|0.0
Mod-2best_supervised_3.pdb,95.9|3.9|0.0|0.3
Mod-2best_supervised_4.pdb,95.1|4.7|0.3|0.0
