Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,96.0|3.2|0.2|0.6
Mod-5ranked_unsupervised_1.pdb,95.8|3.6|0.2|0.4
Mod-5ranked_unsupervised_2.pdb,95.8|3.8|0.2|0.2
Mod-5ranked_unsupervised_3.pdb,96.2|3.4|0.2|0.2
Mod-5ranked_unsupervised_4.pdb,95.1|4.0|0.4|0.4
