Model,PROCHECK
Mod-2best_supervised_0.pdb,99.4|0.6|0.0|0.0
Mod-2best_supervised_1.pdb,98.8|0.6|0.0|0.6
Mod-2best_supervised_2.pdb,99.4|0.6|0.0|0.0
Mod-2best_supervised_3.pdb,99.4|0.6|0.0|0.0
Mod-2best_supervised_4.pdb,99.4|0.6|0.0|0.0
