Model,MOLPROBITY
Mod-2best_supervised_0.pdb,2.18
Mod-2best_supervised_1.pdb,2.28
Mod-2best_supervised_2.pdb,2.18
Mod-2best_supervised_3.pdb,2.02
Mod-2best_supervised_4.pdb,2.32
