Model,PROCHECK
Mod-2best_supervised_0.pdb,96.9|2.5|0.6|0.0
Mod-2best_supervised_1.pdb,94.3|4.4|0.6|0.6
Mod-2best_supervised_2.pdb,96.2|3.1|0.6|0.0
Mod-2best_supervised_3.pdb,95.6|3.8|0.0|0.6
Mod-2best_supervised_4.pdb,96.9|3.1|0.0|0.0
