Model,PROCHECK
Mod-2best_supervised_0.pdb,93.7|5.6|0.8|0.0
Mod-2best_supervised_1.pdb,92.9|6.3|0.8|0.0
Mod-2best_supervised_2.pdb,92.9|6.3|0.8|0.0
Mod-2best_supervised_3.pdb,92.1|7.1|0.8|0.0
Mod-2best_supervised_4.pdb,92.1|7.1|0.8|0.0
