Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,95.1|4.6|0.4|0.0
Mod-5ranked_unsupervised_1.pdb,95.3|4.6|0.1|0.0
Mod-5ranked_unsupervised_2.pdb,95.5|4.2|0.2|0.0
Mod-5ranked_unsupervised_3.pdb,95.8|4.0|0.2|0.0
Mod-5ranked_unsupervised_4.pdb,95.8|4.0|0.2|0.0
