Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,96.2|3.1|0.6|0.0
Mod-5ranked_unsupervised_1.pdb,97.5|2.5|0.0|0.0
Mod-5ranked_unsupervised_2.pdb,96.9|3.1|0.0|0.0
Mod-5ranked_unsupervised_3.pdb,95.0|3.8|0.6|0.6
Mod-5ranked_unsupervised_4.pdb,92.5|5.7|1.9|0.0
