Model,PROCHECK
ranked_0.pdb,93.6|5.6|0.8|0.0
ranked_1.pdb,94.7|4.7|0.0|0.6
ranked_2.pdb,92.8|6.7|0.3|0.3
ranked_3.pdb,93.9|5.8|0.0|0.3
ranked_4.pdb,93.9|5.3|0.3|0.6
