7LCI-D1,ranked,ranked_0,4.083
7LCI-D1,Mod-5ranked,Mod-5ranked_unsupervised_0,4.676
7LCI-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_0,4.088
7LCI-D1,ranked,ranked_1,4.646
7LCI-D1,Mod-5ranked,Mod-5ranked_unsupervised_1,4.501
7LCI-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_1,4.018
7LCI-D1,ranked,ranked_2,4.109
7LCI-D1,Mod-5ranked,Mod-5ranked_unsupervised_2,4.730
7LCI-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_2,4.215
7LCI-D1,ranked,ranked_3,4.468
7LCI-D1,Mod-5ranked,Mod-5ranked_unsupervised_3,4.561
7LCI-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_3,4.055
7LCI-D1,ranked,ranked_4,4.853
7LCI-D1,Mod-5ranked,Mod-5ranked_unsupervised_4,4.460
7LCI-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_4,4.086
