Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-4.89
Mod-5ranked_unsupervised_1.pdb,-4.99
Mod-5ranked_unsupervised_2.pdb,-5.11
Mod-5ranked_unsupervised_3.pdb,-5.05
Mod-5ranked_unsupervised_4.pdb,-4.84
