Model,PROCHECK
ranked_0.pdb,94.4|5.6|0.0|0.0
ranked_1.pdb,95.4|4.6|0.0|0.0
ranked_2.pdb,95.4|1.9|2.8|0.0
ranked_3.pdb,92.6|7.4|0.0|0.0
ranked_4.pdb,95.4|2.8|1.9|0.0
