Model,PROSA
Mod-2best_unsupervised_0.pdb,-4.52
Mod-2best_unsupervised_1.pdb,-4.71
Mod-2best_unsupervised_2.pdb,-4.49
Mod-2best_unsupervised_3.pdb,-4.41
Mod-2best_unsupervised_4.pdb,-4.39
