Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-3.82
Mod-5ranked_unsupervised_1.pdb,-3.84
Mod-5ranked_unsupervised_2.pdb,-3.76
Mod-5ranked_unsupervised_3.pdb,-3.9
Mod-5ranked_unsupervised_4.pdb,-3.96
