Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-3.73
Mod-5ranked_unsupervised_1.pdb,-3.8
Mod-5ranked_unsupervised_2.pdb,-4.28
Mod-5ranked_unsupervised_3.pdb,-4.1
Mod-5ranked_unsupervised_4.pdb,-3.94
