Model,PROCHECK
Mod-2best_supervised_0.pdb,93.8|5.9|0.3|0.0
Mod-2best_supervised_1.pdb,94.4|5.2|0.3|0.0
Mod-2best_supervised_2.pdb,93.8|6.2|0.0|0.0
Mod-2best_supervised_3.pdb,93.8|5.9|0.3|0.0
Mod-2best_supervised_4.pdb,94.1|5.6|0.3|0.0
