Model,PROSA
Mod-2best_unsupervised_0.pdb,-6.22
Mod-2best_unsupervised_1.pdb,-6.19
Mod-2best_unsupervised_2.pdb,-6.2
Mod-2best_unsupervised_3.pdb,-6.13
Mod-2best_unsupervised_4.pdb,-6.13
