Model,PROCHECK
ranked_0.pdb,94.9|4.4|0.7|0.0
ranked_1.pdb,94.1|5.1|0.7|0.0
ranked_2.pdb,94.1|5.1|0.7|0.0
ranked_3.pdb,94.1|5.1|0.7|0.0
ranked_4.pdb,94.1|5.1|0.7|0.0
