Model,PROCHECK
ranked_0.pdb,96.8|2.9|0.0|0.4
ranked_1.pdb,96.0|3.6|0.0|0.4
ranked_2.pdb,94.6|4.7|0.4|0.4
ranked_3.pdb,95.3|4.3|0.4|0.0
ranked_4.pdb,94.6|4.7|0.4|0.4
