Model,MOLPROBITY
Mod-2best_unsupervised_0.pdb,2.30
Mod-2best_unsupervised_1.pdb,2.10
Mod-2best_unsupervised_2.pdb,2.08
Mod-2best_unsupervised_3.pdb,2.32
Mod-2best_unsupervised_4.pdb,1.88
