Model,PROSA
Mod-2best_supervised_0.pdb,-8.97
Mod-2best_supervised_1.pdb,-9.09
Mod-2best_supervised_2.pdb,-9.16
Mod-2best_supervised_3.pdb,-9.07
Mod-2best_supervised_4.pdb,-9.08
