Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,97.1|2.3|0.6|0.0
Mod-5ranked_unsupervised_1.pdb,96.5|2.3|0.0|1.2
Mod-5ranked_unsupervised_2.pdb,96.0|3.5|0.0|0.6
Mod-5ranked_unsupervised_3.pdb,97.7|2.3|0.0|0.0
Mod-5ranked_unsupervised_4.pdb,95.4|2.9|1.7|0.0
