Model,MOLPROBITY
Mod-2best_unsupervised_0.pdb,1.89
Mod-2best_unsupervised_1.pdb,2.11
Mod-2best_unsupervised_2.pdb,1.78
Mod-2best_unsupervised_3.pdb,1.92
Mod-2best_unsupervised_4.pdb,2.23
