Model,PROCHECK
Mod-2best_unsupervised_0.pdb,97.5|2.5|0.0|0.0
Mod-2best_unsupervised_1.pdb,98.1|1.9|0.0|0.0
Mod-2best_unsupervised_2.pdb,97.5|1.9|0.6|0.0
Mod-2best_unsupervised_3.pdb,98.7|1.3|0.0|0.0
Mod-2best_unsupervised_4.pdb,97.5|2.5|0.0|0.0
