Model,MOLPROBITY
Mod-2best_supervised_0.pdb,2.61
Mod-2best_supervised_1.pdb,2.55
Mod-2best_supervised_2.pdb,2.25
Mod-2best_supervised_3.pdb,2.07
Mod-2best_supervised_4.pdb,2.20
