Model,PROCHECK
ranked_0.pdb,96.6|3.4|0.0|0.0
ranked_1.pdb,94.6|5.4|0.0|0.0
ranked_2.pdb,96.6|3.4|0.0|0.0
ranked_3.pdb,95.3|4.7|0.0|0.0
ranked_4.pdb,97.3|2.7|0.0|0.0
