Model,PROCHECK
Mod-2best_unsupervised_0.pdb,99.1|0.9|0.0|0.0
Mod-2best_unsupervised_1.pdb,99.1|0.9|0.0|0.0
Mod-2best_unsupervised_2.pdb,98.6|1.4|0.0|0.0
Mod-2best_unsupervised_3.pdb,97.3|2.3|0.0|0.5
Mod-2best_unsupervised_4.pdb,99.1|0.9|0.0|0.0
