Model,PROCHECK
Mod-2best_supervised_0.pdb,97.0|2.2|0.0|0.7
Mod-2best_supervised_1.pdb,95.5|4.5|0.0|0.0
Mod-2best_supervised_2.pdb,94.8|4.5|0.0|0.7
Mod-2best_supervised_3.pdb,94.8|4.5|0.7|0.0
Mod-2best_supervised_4.pdb,95.5|4.5|0.0|0.0
