Model,PROSA
Mod-2best_unsupervised_0.pdb,-5.38
Mod-2best_unsupervised_1.pdb,-5.53
Mod-2best_unsupervised_2.pdb,-5.49
Mod-2best_unsupervised_3.pdb,-5.54
Mod-2best_unsupervised_4.pdb,-5.67
