Model,PROCHECK
Mod-2best_unsupervised_0.pdb,91.9|8.1|0.0|0.0
Mod-2best_unsupervised_1.pdb,93.0|5.8|1.2|0.0
Mod-2best_unsupervised_2.pdb,90.7|8.1|0.0|1.2
Mod-2best_unsupervised_3.pdb,94.2|5.8|0.0|0.0
Mod-2best_unsupervised_4.pdb,91.9|8.1|0.0|0.0
