Model,PROSA
Mod-2best_unsupervised_0.pdb,-5.73
Mod-2best_unsupervised_1.pdb,-5.37
Mod-2best_unsupervised_2.pdb,-5.53
Mod-2best_unsupervised_3.pdb,-5.44
Mod-2best_unsupervised_4.pdb,-5.07
