Model,MOLPROBITY
Mod-5ranked_unsupervised_0.pdb,1.98
Mod-5ranked_unsupervised_1.pdb,2.05
Mod-5ranked_unsupervised_2.pdb,2.02
Mod-5ranked_unsupervised_3.pdb,2.38
Mod-5ranked_unsupervised_4.pdb,2.10
