Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,87.1|9.9|3.0|0.0
Mod-5ranked_unsupervised_1.pdb,88.1|9.9|1.0|1.0
Mod-5ranked_unsupervised_2.pdb,84.2|13.9|1.0|1.0
Mod-5ranked_unsupervised_3.pdb,86.1|12.9|0.0|1.0
Mod-5ranked_unsupervised_4.pdb,88.1|10.9|1.0|0.0
