Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-2.39
Mod-5ranked_unsupervised_1.pdb,-2.03
Mod-5ranked_unsupervised_2.pdb,-2.06
Mod-5ranked_unsupervised_3.pdb,-2.24
Mod-5ranked_unsupervised_4.pdb,-2.7
