Model,PROSA
Mod-2best_unsupervised_0.pdb,-9.26
Mod-2best_unsupervised_1.pdb,-9.3
Mod-2best_unsupervised_2.pdb,-9.42
Mod-2best_unsupervised_3.pdb,-9.25
Mod-2best_unsupervised_4.pdb,-9.3
