Model,PROSA
Mod-2best_unsupervised_0.pdb,-9.94
Mod-2best_unsupervised_1.pdb,-10.13
Mod-2best_unsupervised_2.pdb,-9.87
Mod-2best_unsupervised_3.pdb,-9.9
Mod-2best_unsupervised_4.pdb,-9.86
