Model,PROSA
Mod-2best_unsupervised_0.pdb,-6.37
Mod-2best_unsupervised_1.pdb,-6.17
Mod-2best_unsupervised_2.pdb,-6.15
Mod-2best_unsupervised_3.pdb,-6.29
Mod-2best_unsupervised_4.pdb,-6.09
