Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,96.6|2.7|0.7|0.0
Mod-5ranked_unsupervised_1.pdb,95.2|3.4|0.7|0.7
Mod-5ranked_unsupervised_2.pdb,98.0|2.0|0.0|0.0
Mod-5ranked_unsupervised_3.pdb,97.3|2.0|0.7|0.0
Mod-5ranked_unsupervised_4.pdb,93.9|5.4|0.0|0.7
