Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-5
Mod-5ranked_unsupervised_1.pdb,-5.04
Mod-5ranked_unsupervised_2.pdb,-5.21
Mod-5ranked_unsupervised_3.pdb,-5.17
Mod-5ranked_unsupervised_4.pdb,-5.06
