Model,PROSA
Mod-2best_supervised_0.pdb,-7.76
Mod-2best_supervised_1.pdb,-7.68
Mod-2best_supervised_2.pdb,-7.67
Mod-2best_supervised_3.pdb,-7.63
Mod-2best_supervised_4.pdb,-7.69
