Model,PROCHECK
ranked_0.pdb,97.2|2.8|0.0|0.0
ranked_1.pdb,95.3|3.7|0.9|0.0
ranked_2.pdb,96.3|2.8|0.9|0.0
ranked_3.pdb,95.3|3.7|0.9|0.0
ranked_4.pdb,95.3|4.7|0.0|0.0
