Model,PROCHECK
Mod-2best_unsupervised_0.pdb,93.5|6.5|0.0|0.0
Mod-2best_unsupervised_1.pdb,96.4|3.6|0.0|0.0
Mod-2best_unsupervised_2.pdb,96.4|3.6|0.0|0.0
Mod-2best_unsupervised_3.pdb,93.9|6.1|0.0|0.0
Mod-2best_unsupervised_4.pdb,95.5|4.5|0.0|0.0
