Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-10.18
Mod-5ranked_unsupervised_1.pdb,-10.15
Mod-5ranked_unsupervised_2.pdb,-10.28
Mod-5ranked_unsupervised_3.pdb,-10.24
Mod-5ranked_unsupervised_4.pdb,-10.15
