Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,98.4|1.6|0.0|0.0
Mod-5ranked_unsupervised_1.pdb,98.1|1.9|0.0|0.0
Mod-5ranked_unsupervised_2.pdb,97.7|2.3|0.0|0.0
Mod-5ranked_unsupervised_3.pdb,97.3|1.9|0.0|0.8
Mod-5ranked_unsupervised_4.pdb,98.1|1.9|0.0|0.0
