Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,95.2|4.8|0.0|0.0
Mod-5ranked_unsupervised_1.pdb,93.2|6.1|0.7|0.0
Mod-5ranked_unsupervised_2.pdb,93.9|6.1|0.0|0.0
Mod-5ranked_unsupervised_3.pdb,93.9|5.4|0.7|0.0
Mod-5ranked_unsupervised_4.pdb,94.6|5.4|0.0|0.0
