Model,PROSA
Mod-2best_unsupervised_0.pdb,-10.22
Mod-2best_unsupervised_1.pdb,-10.24
Mod-2best_unsupervised_2.pdb,-10.23
Mod-2best_unsupervised_3.pdb,-10.2
Mod-2best_unsupervised_4.pdb,-10.23
