Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,95.0|5.0|0.0|0.0
Mod-5ranked_unsupervised_1.pdb,94.5|4.6|0.5|0.4
Mod-5ranked_unsupervised_2.pdb,95.7|3.7|0.4|0.2
Mod-5ranked_unsupervised_3.pdb,94.3|5.5|0.2|0.0
Mod-5ranked_unsupervised_4.pdb,95.0|4.1|0.9|0.0
