Model,MOLPROBITY
Mod-5ranked_unsupervised_0.pdb,2.15
Mod-5ranked_unsupervised_1.pdb,2.01
Mod-5ranked_unsupervised_2.pdb,1.99
Mod-5ranked_unsupervised_3.pdb,2.02
Mod-5ranked_unsupervised_4.pdb,1.97
